SchulNr;RegSchl;KoRe;KoHo;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;FaxVorw;Fax;ModemVorw;Modem;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtDerTraegerschaft;SchultraegerNr;Schulgliederung;Schulart;Ganztagsbetrieb;FSP;Verbund;Bus;Fachberater;FachberHauptamtl;TelNrDBSalt;RP;Email;URL;CD;Stift;OGTS;SELB;Internat;InternatPlaetze;SMail;SportImAbi;Tal;KonKop;gueltigVon;gueltigBis
100535;111000;345364;5679297;Städt. Kath. Grundschule;- Primarstufe -;null;40476;Düsseldorf;Essener Str. 1;0211;8923807;0211;8923812;null;null;02;1;Düsseldorf, KG Essener Str.;1;19730801;03;10042;null;RKB;0;null;0;0;null;null;null; ;100535@schule.nrw.de;https://grundschule-essenerstrasse.de/;1;0;1;0;0;0;null;0;0;0;;
100547;111000;351018;5670572;St. Cäcilia Schule;Städt. Kath. Grundschule;null;40597;Düsseldorf;Erich-Müller-Str. 31;0211;8928380;0211;8929672;null;null;02;1;Düsseldorf, KG St. Cäcilia Schule;1;19730801;03;10042;null;RKB;0;null;0;0;null;null;null; ;100547@schule.nrw.de;http://www.kg-st-caecilia.eschool.de;1;0;1;0;0;0;null;0;0;0;;
100560;111000;352148;5670092;Städt. Kath. Grundschule;- Primarstufe -;null;40597;Düsseldorf;Einsiedelstr. 25;0211;8922648;0211;8922654;null;null;02;1;Düsseldorf, KG Einsiedelstr.;1;19730801;03;10042;null;RKB;0;null;0;0;null;null;null; ;100560@schule.nrw.de;http://www.kg-einsiedelstrasse.de;1;0;1;0;0;0;null;0;0;0;;
100572;111000;344321;5677005;Max-Schule;Städt. Kath. Grundschule;- Primarstufe -;40213;Düsseldorf;Citadellstr. 2 B;0211;8992493;0211;8929453;null;null;02;1;Düsseldorf, KG Max-Schule;1;19730801;03;10042;null;RKB;0;null;0;0;null;null;null; ;100572@schule.nrw.de;http://www.maxschule.de;1;0;1;0;0;0;null;0;0;0;;
100584;111000;350481;5671878;St. Elisabeth Schule;Städt. Kath. Grundschule;null;40599;Düsseldorf;Buchenstr. 16;0211;744319;0211;7487190;null;null;02;1;Düsseldorf, KG St. Elisabeth Schule;1;19730801;03;10042;null;RKB;0;null;0;0;null;null;null; ;100584@schule.nrw.de;http://www.sankt-elisabeth-schule-duesseldorf.de;1;0;1;0;0;0;null;0;0;0;;
100596;111000;345241;5678844;St. Rochus-Schule;Städt. Katholische Grundschule;- Primarstufe -;40477;Düsseldorf;Blücherstr. 12;0211;8928300;0211;8929622;null;null;02;1;Düsseldorf, KG St. Rochus-Schule;1;19730801;03;10042;null;RKB;0;null;0;0;null;null;null; ;100596@schule.nrw.de;http://st-rochus-schule.de;1;0;1;0;0;0;null;0;0;0;;
100602;111000;345106;5679832;Thomas-Schule;Städt. Kath. Grundschule;null;40476;Düsseldorf;Blumenthalstr. 11;0211;8924682;0211;8924689;null;null;02;1;Düsseldorf, KG Thomas-Schule;1;19730801;03;10042;null;RKB;0;null;0;0;null;null;null; ;100602@schule.nrw.de;http://www.thomas-schule.de;1;0;1;0;0;0;null;0;0;0;;
100638;111000;343436;5681828;Montessori-Grundschule Farnweg;Städt. Gem. Grundschule;-Primarstufe-;40468;Düsseldorf;Farnweg 10;0211;4350990;0211;5162330;null;null;02;1;Düsseldorf, GG Montessori-Schule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null;M;100638@schule.nrw.de;https://mgs-farnweg.de/;1;0;1;0;0;0;null;0;0;0;;
100651;111000;348728;5671021;Adolf-Klarenbach-Schule;Städt. Gem. Grundschule;- Primarstufe -;40589;Düsseldorf;Walther-Rathenau-Str. 15;0211;8926190;0211;8926195;null;null;02;1;Düsseldorf, GG Adolf-Klarenbach;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100651@schule.nrw.de;http://www.adolf-klarenbach-schule.de/;1;0;1;0;0;0;null;0;0;0;;
100663;111000;345385;5682820;Städt. Gem. Grundschule Unterrath;- Primarstufe -;null;40468;Düsseldorf;Beedstr. 31;0211;4791162;0211;4791144;null;null;02;1;Düsseldorf, GG Beedstr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100663@schule.nrw.de;https://ggs-unterrath.de/;1;0;1;0;0;0;null;0;0;0;;
100675;111000;351479;5671797;Selma-Lagerlöf-Schule;Städt. Gem. Grundschule;- Primarstufe -;40599;Düsseldorf;Schillstr. 7;0211;8925700;0211;8925705;null;null;02;1;Düsseldorf, GG Selma-Lagerlöf;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100675@schule.nrw.de;http://www.schulen.duesseldorf.de/gs-selmalagerloef/;1;0;1;0;0;0;null;0;0;0;;
100687;111000;343422;5677682;Friedrich-von-Bodelschwingh Schule;Städt. Evangelische Grundschule;- Primarstufe -;40545;Düsseldorf;Cimbernstr. 24;0211;5585930;0211;9542252;null;null;02;1;Düsseldorf, EG Friedrich-v.Bodelschwingh;1;19730801;03;10042;null;EVB;1;null;0;0;null;null;null; ;100687@schule.nrw.de;http://www.bodelschwingh-oberkassel.de/;1;0;1;0;0;0;null;0;0;0;;
100699;111000;348325;5681850;Joachim Neander Schule;Städt. Gem. Grundschule;- Primarstufe -;40472;Düsseldorf;Rather Markt 2;0211;9653337;0211;6509866;null;null;02;1;Düsseldorf, GG Joachim Neander;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100699@schule.nrw.de;https://joachim-neander-schule.de/;1;0;1;0;0;0;null;0;0;0;;
100705;111000;347394;5678164;Brehm Schule;Städt. Ev. Grundschule;null;40237;Düsseldorf;Karl-Müller-Str. 25;0211;8923941;0211;8923950;null;null;02;1;Düsseldorf, EG Brehm Schule;1;19730801;03;10042;null;EVB;0;null;0;0;null;null;null; ;100705@schule.nrw.de;https://brehm-schule.de/;1;0;1;0;0;0;null;0;0;0;;
100717;111000;344375;5681981;Elsa-Brandström-Schule;Städtische Evangelische Montessori-;Grundschule  - Primarstufe -;40468;Düsseldorf;An der Golzheimer Heide 120;0211;8923692;0211;8923699;null;null;02;1;Düsseldorf, EG Elsa-Brandström-Schule;1;19730801;03;10042;null;EVB;0;null;0;0;null;null;null;M;100717@schule.nrw.de;https://www.elsa-dus.de/;1;0;1;0;0;0;null;0;0;0;;
100730;111000;344852;5673970;Martin-Luther-Schule;Städt. Ev. Grundschule;- Primarstufe -;40225;Düsseldorf;Gotenstr. 20;0211;8921729;0211;8929461;null;null;02;1;Düsseldorf, EG Martin-Luther-Schule;1;19730801;03;10042;null;EVB;0;null;0;0;null;null;null; ;100730@schule.nrw.de;http://www.mlsduesseldorf.de;1;0;1;0;0;0;null;0;0;0;;
100742;111000;345471;5678255;Matthias-Claudius-Schule;Städt. Gemeinschaftsgrundschule;- Primarstufe -;40479;Düsseldorf;Bongardstr. 9;0211;8928310;0211;8929623;null;null;02;1;Düsseldorf, GG Matthias-Claudius-Schule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100742@schule.nrw.de;http://www.mcs-duesseldorf.de;1;0;1;0;0;0;null;0;0;0;;
100754;111000;350061;5678452;Hanna-Zürndorfer-Schule;Städtische Evangelische Grundschule;- Primarstufe -;40625;Düsseldorf;Benderstr. 78;0211;8928320;0211;8929625;null;null;02;1;Düsseldorf, EG Hanna-Zürndorfer-Schule;1;19730801;03;10042;null;EVB;0;null;0;0;null;null;null; ;100754@schule.nrw.de;https://hanna-zuerndorfer-schule.de/;1;0;1;0;0;0;null;0;0;0;;
100766;111000;343162;5681676;Beckbusch-Schule;Städtische Gemeinschaftsgrundschule;- Primarstufe -;40474;Düsseldorf;Beckbuschstr. 2;0211;8994719;0211;8929454;null;null;02;1;Düsseldorf, GG Beckbusch-Schule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100766@schule.nrw.de;http://www.beckbuschschule.de;1;0;1;0;0;0;null;0;0;0;;
100778;111000;341732;5679340;Städt. Gem. Grundschule Lörick;- Primarstufe -;null;40547;Düsseldorf;Wickrather Str. 31;0211;8924635;0211;8924630;null;null;02;1;Düsseldorf, GG Wickrather Str.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100778@schule.nrw.de;https://www.ggs-loerick.de/;1;0;1;0;0;0;null;0;0;0;;
100780;111000;350235;5674910;Städt. Gem. Grundschule;- Primarstufe -;null;40627;Düsseldorf;Vennhauser Allee 160-162;0211;8926630;0211;8926635;null;null;02;1;Düsseldorf, GG Vennhauser Allee;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100780@schule.nrw.de;http://www.schulen.duesseldorf.de/gs-vennhauserallee/;1;0;1;0;0;0;null;0;0;0;;
100791;111000;351895;5669146;Städt. Gem. Grundschule;- Primarstufe -;null;40593;Düsseldorf;Südallee 100;0211;8928400;0211;8929686;null;null;02;1;Düsseldorf, GG Südallee;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100791@schule.nrw.de;http://www.ggs-suedallee.de;1;0;1;0;0;0;null;0;0;0;;
100808;111000;345813;5675803;Städt. Gem. Grundschule;- Primarstufe -;null;40227;Düsseldorf;Sonnenstr. 10;0211;8924780;0211;8929841;null;null;02;1;Düsseldorf, GG Sonnenstr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100808@schule.nrw.de;http://www.fgz-sonnenstrasse.de;1;0;1;0;0;0;null;0;0;0;;
100810;111000;344222;5676165;Städt. Gem. Grundschule;- Primarstufe -;null;40219;Düsseldorf;Konkordiastr. 26;0211;8923662;0211;8923672;null;null;02;1;Düsseldorf, GG Konkordiastr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100810@schule.nrw.de;https://konkordiaschule.de/;1;0;1;0;0;0;null;0;0;0;;
100821;111000;343436;5677781;Don-Bosco-Montessori-Schule;Städt. Gem. Grundschule;- Primarstufe -;40545;Düsseldorf;Salierstr. 37;0211;8925650;0211;9542162;null;null;02;1;Düsseldorf, GG Don-Bosco-Montessori-Schu;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null;M;100821@schule.nrw.de;http://www.don-bosco-grundschule.de;1;0;1;0;0;0;null;0;0;0;;
100833;111000;344811;5679471;Städt. Gem. Grundschule;- Primarstufe -;null;40476;Düsseldorf;Rolandstr. 40;0211;8923780;0211;8923786;null;null;02;1;Düsseldorf, GG Rolandstr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100833@schule.nrw.de;http://www.ggrolandstrasse-duesseldorf.de;1;0;1;0;0;0;null;0;0;0;;
100845;111000;348945;5674839;Städt. Gem. Grundschule;- Primarstufe -;null;40231;Düsseldorf;Richardstr. 14;0211;8923951;0211;8923958;null;null;02;1;Düsseldorf, GG Richardstr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100845@schule.nrw.de;http://www.ggs-richardstrasse.de;1;0;1;0;0;0;null;0;0;0;;
100869;111000;347136;5680546;Städtische Gemeinschaftsgrundschule;Wrangelstraße  -Primarstufe-;null;40470;Düsseldorf;Wrangelstr. 40;0211;8992880;0211;8929435;null;null;02;1;Düsseldorf, GG Wrangelstraße;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100869@schule.nrw.de;http://www.ggs-wrangelstrasse.de;1;0;1;0;0;0;null;0;0;0;;
100870;111000;352969;5668576;Städtische Gemeinschaftsgrundschule;- Primarstufe -;null;40595;Düsseldorf;Neustrelitzer Str. 10;0211;8926770;0211;8926775;null;null;02;1;Düsseldorf, GG Neustrelitzer Str.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100870@schule.nrw.de;http://www.neustrelitzer.de/;1;0;1;0;0;0;null;0;0;0;;
100882;111000;351018;5670572;Grundschule Schloss Benrath;Städtische Gemeinschaftsgrundschule;- Primarstufe -;40597;Düsseldorf;Erich-Müller-Str. 31;0211;8928360;0211;8929665;null;null;02;1;Düsseldorf, GG Schloss Benrath;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100882@schule.nrw.de;http://www.schulen.duesseldorf.de/gs-schlossbenrath;1;0;1;0;0;0;null;0;0;0;;
100894;111000;347112;5680133;Städt. Gem. Grundschule;- Primarstufe -;null;40470;Düsseldorf;Max-Halbe-Str. 14;0211;8923650;0211;8923657;null;null;02;1;Düsseldorf, GG Max-Halbe-Straße;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100894@schule.nrw.de;https://www.ggs-max-halbe-str.de/;1;0;1;0;0;0;null;0;0;0;;
100900;111000;347855;5672770;Theodor-Heuss-Schule;Städt. Gem. Grundschule;null;40591;Düsseldorf;Lützenkircher Str. 2;0211;8927651;0211;8929613;null;null;02;1;Düsseldorf, GG Theodor-Heuss-Schule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100900@schule.nrw.de;http://grundschule-theodor-heuss.de;1;0;1;0;0;0;null;0;0;0;;
100924;111000;349167;5675687;Astrid-Lindgren-Schule;Städt. Gem. Grundschule;- Primarstufe -;40231;Düsseldorf;Leuthenstr. 50;0211;8926620;0211;8926625;null;null;02;1;Düsseldorf, GG Astrid-Lindgren-Schule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100924@schule.nrw.de;http://www.grundschule-astrid-lindgren.de/;1;0;1;0;0;0;null;0;0;0;;
100936;111000;345775;5678747;Städt. Gem. Grundschule;- Primarstufe -;null;40477;Düsseldorf;Lennestr. 5;0211;4846801;0211;4699754;null;null;02;1;Düsseldorf, GG Lennestr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100936@schule.nrw.de;http://www.ggs-lennestr.de;1;0;1;0;0;0;null;0;0;0;;
100950;111000;346355;5683826;Städt. Gem. Grundschule;- Primarstufe -;null;40472;Düsseldorf;Krahnenburgstr. 15;0211;8923505;0211;8923508;null;null;02;1;Düsseldorf, GG Krahnenburgstraße;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100950@schule.nrw.de;https://ggs-krahnenburgstr.de/;1;0;1;0;0;0;null;0;0;0;;
100961;111000;344188;5675564;Städt. Gem. Grundschule;null;null;40217;Düsseldorf;Kronprinzenstr. 107;0211;8924667;0211;8924673;null;null;02;1;Düsseldorf, GG Kronprinzenstr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100961@schule.nrw.de;http://kronprinzenschule.de;1;0;1;0;0;0;null;0;0;0;;
100973;111000;344909;5675808;Regenbogenschule;Städtische Gemeinschaftsgrundschule;- Primarstufe -;40215;Düsseldorf;Kirchfeldstr. 74-80;0211;8924743;0211;8924751;null;null;02;1;Düsseldorf, GG Regenbogenschule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100973@schule.nrw.de;http://www.regenbogenschule-duesseldorf.de;1;0;1;0;0;0;null;0;0;0;;
100985;111000;344060;5674744;Sternwartschule;Städt. Gem. Grundschule;Im Dahlacker - Primarstufe -;40223;Düsseldorf;Im Dahlacker 15;0211;8922118;0211;8929639;null;null;02;1;Düsseldorf, GG Sternwartschule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;100985@schule.nrw.de;http://www.sternwartschule.de;1;0;1;0;0;0;null;0;0;0;;
101000;111000;350691;5677314;Ferdinand-Heye-Schule;Städtische Gemeinschaftsgrundschule;- Primarstufe -;40625;Düsseldorf;Heyestr. 91;0211;8923763;0211;8923770;null;null;02;1;Düsseldorf, GG Ferdinand-Heye-Schule;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;101000@schule.nrw.de;http://www.ferdinand-heye-schule.de;1;0;1;0;0;0;null;0;0;0;;
101011;111000;346870;5675523;Städt. Gem. Grundschule Stoffeler Straße;- Primarstufe -;null;40227;Düsseldorf;Schmiedestr. 10a;0211;8999812;0211;8929603;null;null;02;1;Düsseldorf, GG Stoffeler Straße;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;101011@schule.nrw.de;https://gs-stoffelerstr.de/;1;0;1;0;0;0;null;0;0;0;;
101023;111000;339827;5677998;Heinrich-Heine-Schule;Städt. Gem. Grundschule mit;katholischem Teilstandort -Primarstufe-;40549;Düsseldorf;Heerdter Landstr. 186;0211;8926400;0211;8926405;null;null;02;1;Düsseldorf, GG (Verb.) Heinrich-Heine;1;19730801;03;10042;null;GMS;0;null;2;0;null;null;null; ;101023@schule.nrw.de;https://www.heinrichheine-grundschule.de/;1;0;1;0;0;0;null;0;0;0;;
101047;111000;345552;5676126;Städt. Gem. Grundschule;- Primarstufe -;null;40215;Düsseldorf;Helmholtzstr. 16;0211;8921780;0211;8929291;null;null;02;1;Düsseldorf, GG Helmholtzstr.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;101047@schule.nrw.de;http://www.ggs-helmholtz.de;1;0;1;0;0;0;null;0;0;0;;
101059;111000;353466;5667790;Städt. Gem. Grundschule;- Primarstufe -;null;40595;Düsseldorf;Adam-Stegerwald-Str. 14;0211;8924800;0211;8924803;null;null;02;1;Düsseldorf, GG Adam-Stegerwald-Str.;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;101059@schule.nrw.de;https://gg-adam-stegerwald-str.eschool.de/;1;0;1;0;0;0;null;0;0;0;;
101060;111000;352988;5667259;Willi Fährmann Schule;Städt. Gem. Grundschule;null;40595;Düsseldorf;Ricarda-Huch-Str. 1;0211;8925680;0211;8925677;null;null;02;1;Düsseldorf, GG Willi Fährmann;1;19730801;03;10042;null;GMS;0;null;0;0;null;null;null; ;101060@schule.nrw.de;https://www.willi-faehrmann-schule.de/;1;0;1;0;0;0;null;0;0;0;;
101072;112000;346106;5709392;Schule am Röttgersbach;Städt. Gemeinschaftsgrundschule;null;47169;Duisburg;Bilsestr. 10;0203;590987;0203;5031550;null;null;02;1;Duisburg, GG am Röttgersbach;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101072@schule.nrw.de;http://www.schule-am-roettgersbach.de;1;0;1;0;0;0;null;0;0;0;;
101084;112000;347443;5705753;Hans-Christian-Andersen-Schule;Städtische Gemeinschaftsgrundschule;- Primarstufe -;47138;Duisburg;Wiesbadener Str. 76-78;0203;424196;0203;425121;null;null;02;1;Duisburg, GG Hans-Christian-Andersen;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101084@schule.nrw.de;http://www.hca-duisburg.de/;1;0;1;1;0;0;null;0;0;0;;
101126;112000;347310;5707897;Schule am Bergmannsplatz;Städt. Kath. Grundschule;- Primarstufe -;47167;Duisburg;Rolandstr. 2;0203;581298;0203;5181249;null;null;02;1;Duisburg, KG am Bergmannsplatz;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101126@schule.nrw.de;http://www.kgs-am-bergmannsplatz.de/;1;0;1;0;0;0;null;0;0;0;;
101138;112000;343026;5705132;Fährmann-Schule;Städt. Kath. Grundschule;- Primarstufe -;47139;Duisburg;Neanderstr. 121;0203;463628;0203;462589;null;null;02;1;Duisburg, KG Fährmann;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101138@schule.nrw.de;null;1;0;1;0;0;0;null;0;0;0;;
101140;112000;344105;5704501;Städt. Kath. Grundschule;- Primarstufe -;null;47137;Duisburg;Nombericher Str. 74;0203;442141;0203;442186;null;null;02;1;Duisburg, KG Nombericher Str.;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101140@schule.nrw.de;http://www.nombericher-schule.de;1;0;0;0;0;0;null;0;0;0;;
101151;112000;343993;5699430;Städt. Gem. Grundschule;- Primarstufe -;null;47053;Duisburg;Friedenstr. 5-7;0203;60800911;0203;69854;null;null;02;1;Duisburg, GG Friedenstr.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101151@schule.nrw.de;http://www.ggs-friedenstrasse.de/index.php;1;0;1;0;0;0;null;0;0;0;;
101163;112000;344334;5695080;Städt. Kath. Grundschule;null;null;47249;Duisburg;Böhmer Str. 10-14;0203;73829858;0203;791590;null;null;02;1;Duisburg, KG Böhmer Str.;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101163@schule.nrw.de;https://kgs-boehmerstrasse.de/;1;0;1;0;0;0;null;0;0;0;;
101205;112000;345909;5707757;Schule im Dichterviertel;Städt. Gemeinschaftsgrundschule;- Primarstufe -;47166;Duisburg;Kampstr. 121;0203;553015;0203;4061484;null;null;02;1;Duisburg, GG Schule im Dichterviertel;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101205@schule.nrw.de;null;1;0;1;0;0;0;null;0;0;0;;
101217;112000;344904;5706670;Abteischule;Städt. Kath. Grundschule;null;47166;Duisburg;Jägerstr. 23a;0203;2835301;0203;2835577;null;null;02;1;Duisburg, KG Abteischule;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101217@schule.nrw.de;http://www.abteischule-duisburg.de;1;0;1;0;0;0;null;0;0;0;;
101242;112000;344381;5700157;Städt. Kath. Grundschule;- Primarstufe -;null;47051;Duisburg;Goldstr. 7-9;0203;29887758;0203;24182;null;null;02;1;Duisburg, KG Goldstr.;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101242@schule.nrw.de;http://www.kgs-goldstrasse.de;1;0;1;0;0;0;null;0;0;0;;
101254;112000;344038;5708050;Städt. Kath. Grundschule;- Primarstufe -;null;47169;Duisburg;Henriettenstr. 25;0203;403640;0203;4060884;null;null;02;1;Duisburg, KG Henriettenstr.;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101254@schule.nrw.de;http://www.kgs-henriettenstrasse.de/;1;0;1;0;0;0;null;0;0;0;;
101266;112000;346700;5706911;Barbaraschule;Städt. Kath. Grundschule;- Primarstufe -;47167;Duisburg;Gartenstr. 110;0203;586476;0203;51929812;null;null;02;1;Duisburg, KG Barbara;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101266@schule.nrw.de;https://www.barbara-schule.de/;1;0;0;0;0;0;null;0;0;0;;
101291;112000;345925;5699267;Städt. Kath. Grundschule;- Primarstufe -;null;47057;Duisburg;Grabenstr. 150;0203;374712;0203;3631405;null;null;02;1;Duisburg, KG Grabenstr.;1;19730801;03;10054;null;RKB;0;null;0;0;null;null;null; ;101291@schule.nrw.de;http://www.kgs-grabenstrasse.de;1;0;1;0;0;0;null;0;0;0;;
101321;112000;345884;5691196;Grundschule Rahm;Städt. Gemeinschaftsgrundschule;null;47269;Duisburg;Am Knappert 20;0203;766334;0203;7392317;null;null;02;1;Duisburg, GG Rahm;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101321@schule.nrw.de;http://www.grundschule-am-knappert.de;1;0;0;0;0;0;null;0;0;0;;
101333;112000;346673;5700724;Städt. Gem. Grundschule;- Primarstufe -;null;47058;Duisburg;Tonstr. 16;0203;2834950;0203;2834962;null;null;02;1;Duisburg, GG Tonstr.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101333@schule.nrw.de;http://www.tonschule.de;1;0;1;0;0;0;null;0;0;0;;
101357;112000;346477;5703546;Städt. Gem. Grundschule;null;null;47138;Duisburg;Zoppenbrückstr. 43-45;0203;428482;0203;4103685;null;null;02;1;Duisburg, GG Zoppenbrückstr.;1;19730801;03;10054;null;GMS;1;null;0;0;null;null;null; ;101357@schule.nrw.de;null;1;0;0;0;0;0;null;0;0;0;;
101369;112000;343393;5701239;Städt. Gem. Grundschule;null;null;47059;Duisburg;Wrangelstr. 17;0203;2834197;0203;2835177;null;null;02;1;Duisburg, GG Wrangelstr.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101369@schule.nrw.de;http://www.ggs-wrangelstr.de/;1;0;1;0;0;0;null;0;0;1;;
101370;112000;345571;5710183;Schule Am Mattlerbusch;Städt. Gem. Grundschule;- Primarstufe -;47169;Duisburg;Wehofer Str. 45;0203;592717;0203;5030548;null;null;02;1;Duisburg, GG Am Mattlerbusch;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101370@schule.nrw.de;http://www.schule-am-mattlerbusch.de;1;0;1;0;0;0;null;0;0;0;;
101382;112000;345038;5709153;Schule am Park;Städt. Gem. Grundschule;- Primarstufe -;47169;Duisburg;Warbruckstr. 217;0203;591691;0203;598830;null;null;02;1;Duisburg, GG Schule am Park;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101382@schule.nrw.de;https://www.schuleampark.de/startseite.html;1;0;1;0;0;0;null;0;0;0;;
101394;112000;345279;5703622;Städt. Gem. Grundschule;null;null;47137;Duisburg;Heinrich-Bongers-Str. 12;0203;442536;0203;4492759;null;null;02;1;Duisburg, GG Heinr.-Bongers-Str.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101394@schule.nrw.de;http://heinrich-bongers-grundschule.de/;1;0;1;0;0;0;null;0;0;0;;
101400;112000;343953;5698523;Städt. Gem. Grundschule;Hochfelder Markt;- Primarstufe -;47053;Duisburg;St.-Johann-Str. 37;0203;64270;0203;6693755;null;null;02;1;Duisburg, GG Hochfelder Markt;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101400@schule.nrw.de;http://www.ggshochfeldermarkt.de/;1;0;1;0;0;0;null;0;0;0;;
101412;112000;343324;5706617;Grundschule Bruckhausen;Städt. Gem. Grundschule;null;47166;Duisburg;Schulstr. 31-35;0203;460297;0203;578139;null;null;02;1;Duisburg, GG Bruckhausen;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101412@schule.nrw.de;http://www.ggs-bruckhausen.de/index.html;1;0;1;0;0;0;null;0;0;0;;
101424;112000;344204;5708538;Städtische Gemeinschaftsgrundschule;null;null;47169;Duisburg;Sandstr. 46;0203;403688;0203;401218;null;null;02;1;Duisburg, GG Sandstr.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101424@schule.nrw.de;http://du.nw.schule.de/ggsand;1;0;1;0;0;0;null;0;0;0;;
101436;112000;347958;5707668;Salzmannschule;Städt. Gem. Grundschule;null;47167;Duisburg;Max-Planck-Str. 71-73;0203;581316;0203;512419;null;null;02;1;Duisburg, GG Salzmannschule;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101436@schule.nrw.de;http://salzmannschule-duisburg.de/index.php;1;0;1;0;0;0;null;0;0;0;;
101448;112000;342748;5705673;Städt. Gem. Grundschule;- Primarstufe -;null;47139;Duisburg;Lange Kamp 17;0203;464972;0203;4691990;null;null;02;1;Duisburg, GG Lange Kamp;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101448@schule.nrw.de;null;1;0;0;0;0;0;null;0;0;0;;
101473;112000;344334;5695080;Städt. Gem. Grundschule;- Primarstufe -;null;47249;Duisburg;Böhmer Str. 10-14;0203;73829855;0203;7395972;null;null;02;1;Duisburg, GG Böhmer Str.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101473@schule.nrw.de;http://www.ggsboehmerstrasse.de/;1;0;1;0;0;0;null;0;0;0;;
101485;112000;346524;5698633;Städt. Gem. Grundschule;- Primarstufe -;null;47057;Duisburg;Mozartstr. 30;0203;351532;0203;372766;null;null;02;1;Duisburg, GG Mozartstr.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101485@schule.nrw.de;https://www2.duisburg.de/micro2/mozartschule/;1;0;1;0;0;0;null;0;0;0;;
101503;112000;341738;5700756;Städt. Gem. Grundschule;- Primarstufe -;null;47059;Duisburg;Lilienthalstr. 28;0203;310769;0203;316479;null;null;02;1;Duisburg, GG Lilienthalstr.;1;19730801;03;10054;null;GMS;0;null;0;0;null;null;null; ;101503@schule.nrw.de;https://www.ggs-lilienthalstrasse.de/;1;0;1;0;0;0;null;0;0;1;;
