OP_Schulformen;OP_POKrz;OP_Krz;OP_Abgangsart_B;OP_Abgangsart_NB;OP_Art;OP_Typ;OP_Bildungsgang;OP_Name;OP_Kommentar;OP_Jahrgaenge;OP_BKIndex;OP_BKAnl_Typ;OP_Reihenfolge;gueltigVon;gueltigBis
-BK-SB-;APO-BK-03/B;APO-BK-03/B/BG;;;A;;B;BG: berufliche Grundbildung nach APO-BK-03, Anl.B, § 7(1);B, § 7 (1), § 13 (2),(5);-01-;-8-;-B03-;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/FGO;5G;;A;;A;FORQ: Sekundarabschluss I - Fachoberschulreife - mit Berechtigung z. Besuch d. gymn. Oberstufe, APO-BK-03, Anl.B, § 7 (2);B, § 7 (2);-02-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/V11;;;V;;A;Versetzung nach APO-BK-03, Anl.B, § 6(1);B, § 6 (1);-01-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10 - nach APO-BK-03, Anl. B, § 6 (2);B, § 6 (2);-01-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/FOR6;;;A;;A;FOR: gleichwertiger Abschluss zum Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.B, § 6 (2);B, § 6 (2);-01-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/FOR7;5F;;A;;A;FOR: gleichwertiger Abschluss zum Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.B, § 7 (1);B, § 7 (1);-02-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-03/C-BFS-BAB;APO-BK-03/C-BFS-BAB/V;;;V;;A;Versetzung nach APO-BK-03 § 10;§ 10;-01-02-;-10-;-C01-;1;;
-BK-SB-;APO-BK-03/C-BFS-BAB;APO-BK-03/C-BFS-BAB/FHR;0H;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.C, § 12 (1)-(6);C, § 12 (1)-(6);-03-;-10-;-C01-;1;;
-BK-SB-;APO-BK-03/C-BFS-BAB;APO-BK-03/C-BFS-BAB/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.C, § 26 (2);C, § 26 (2);-02-;-11-;-C02-;1;;
-BK-SB-;APO-BK-03/C-BFS-BK;APO-BK-03/C-BFS-BK/FHR-S;;;A;;A;FHRsT: schulischer Teil der Fachhochschulreife nach APO-BK-03, Anl.C, § 12 (8);C, § 12 (8);-02-;-12-;-C03-;1;;
-BK-SB-;APO-BK-03/C-BFS-BK;APO-BK-03/C-BFS-BK/BK;;;A;;B;BK: berufliche Kenntnisse nach APO-BK-03, Anl.C, § 5 (1);C, § 5 (1);-01-;-12-;-C03-;1;;
-BK-SB-;APO-BK-03/C-BFS-BK;APO-BK-03/C-BFS-BK/EBK2;;;A;;B;EBK: erweiterte berufliche Kenntnisse nach APO-BK-03, Anl.C, § 13;C, § 13;-01-;-13-;-C04-;1;;
-BK-SB-;APO-BK-03/C-BFS-BK;APO-BK-03/C-BFS-BK/V;;;V;;A;Versetzung nach APO-BK-03 § 10;§ 10;-01-;-12-;-C03-;1;;
-BK-SB-;APO-BK-03/C-BFS-BK;APO-BK-03/C-BFS-BK/EBK1;;;A;;B;EBK: erweiterte berufliche Kenntnisse nach APO-BK-03, Anl.C, § 5(2);C, § 5 (2);-02-;-12-;-C03-;1;;
-BK-SB-;APO-BK-03/C-FOS;APO-BK-03/C-FOS/V;;;V;;A;Versetzung nach APO-BK-03 § 10;§ 10;-01-;-14-;-C05-;1;;
-BK-SB-;APO-BK-03/C-FOS;APO-BK-03/C-FOS/BK;;;A;;B;BK: berufliche Kenntnisse (ohne Abschlussprüfung);;-01-;-14-;-C05-C06-;1;;
-BK-SB-;APO-BK-03/C-FOS;APO-BK-03/C-FOS/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.C, § 12 (1)-(6);C, § 12 (1)-(6);-02-;-14-;-C07-;1;;
-BK-SB-;APO-BK-03/C-FOS;APO-BK-03/C-FOS/V12B;;;V;;A;keine Versetzung bei FOS 12B TZ nach APO-BK-03, Anl. C § 2(3) Satz 3;§ 2 (3);-01-;-14-;-C07-;0;;
-BK-SB-;APO-BK-03/C-FOS;APO-BK-03/C-FOS/VP;;;V;;A;Versetzung nach APO-BK-03, Anl.C, VV 2.22 (Ableistung des Praktikantenjahres);C, VV 2.22;-01-;-14-;-C05-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BAB;;;A;;B;BAB: Berufsabschluss (nicht Erz.) nach APO-BK-03, Anl.D, § 39 (3), 41;D, §39,41;-04-;-16-;-D01-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/AHR;;;A;ABI;A;AHR: allgemeine Hochschulreife nach APO-BK-03, Anl.D, § 25;D, § 25;-03-;-16-17-;-D01-D02-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BAB1;;;A;;B;1. Teilprüfung der Berufsabschlussprüfung nach APO-BK-03, Anl.D, § 33;D, § 30-34;-03-;-16-;-D01-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BAB2;;;A;;B;2. Teilprüfung der Berufsabschlussprüfung (nicht Erz.) nach APO-BK-03, Anl.D, § 35-38;D, § 35-38;-04-;-16-;-D01-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BAB-FP;;;A;;B;fachpraktische Prüfung der Berufsabschlussprüfung für Erz. nach APO-BK-03, Anl.D, § 42, 43;D, § 28-40;-05-;-16-;-D01-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BK;;;A;;B;BK: berufliche Kenntnisse (ohne Abschlussprüfung);;-03-;-17-;-D02-;0;;
-BKgesperrt-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BP;;;A;;B;Berufspraktikum für Erz. nach APO-BK-03, Anl.D, § 42, 43;D, § 42,43;-01-;-18-19-;-D03-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/V11;;;V;;A;Versetzung in die Jahrgangsstufe 12 nach APO-BK-03, Anl.D, § 5;D, § 5;-01-;-16-;-D01-D02-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/FHR-S;;;A;FHR;A;FHRsT: schulischer Teil der Fachhochschulreife nach APO-BK-03, Anl.D, § 13;D, § 13;-01-02-03-;-16-17-;-D01-D02-;1;;
-BK-SB-;APO-BK-03/D-FOS13;APO-BK-03/D-FOS13/AHR;;;A;;A;AHR: allgemeine Hochschulreife nach APO-BK-03, Anl.D, § 57 (3) und § 58 (2);D, § 57 (3), § 58 (2);-01-;-20-;-D05-;2;;
-BK-SB-;APO-BK-03/D-FOS13;APO-BK-03/D-FOS13/FGHR;;;A;;A;FGHR: fachgebundene Hochschulreife nach APO-BK-03, Anl.D, § 57 (3);D, § 58 (3);-01-;-20-;-D05-;1;;
-BK-SB-;APO-BK-03/E;APO-BK-03/E/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-02-03-;;-E01-E02-E03-E04-E05-E06-E07-E08-E09-E10-E13-;0;;
-BK-SB-;APO-BK-03/E;APO-BK-03/E/V;;;V;;A;Versetzung nach APO-BK-03 § 10;§ 10;-01-02-03-04-;-21-22-23-24-25-26-;-E01-E02-E03-E04-E05-E06-E07-E08-E09-E10-E13-;0;;
-BK-SB-;APO-BK-03/E-Agrar-1;APO-BK-03/E-Agrar-1200/BAB-II;;;A;;B;BAB: Berufsabschluss Stufe II  nach APO-BK-03, Anl.E, § 20;E, § 20;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-03/E-Agrar-1;APO-BK-03/E-Agrar-1200/BAB-I;;;A;;B;BAB: Berufsabschluss Stufe I nach APO-BK-03, Anl.E, § 20;E, § 20;-02-;-22-;-E04-;1;;
-BK-SB-;APO-BK-03/E-Agrar-2;APO-BK-03/E-Agrar-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Agrar-2;APO-BK-03/E-Agrar-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-1;APO-BK-03/E-Ernährung-1200/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 23;E, § 23;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-2;APO-BK-03/E-Ernährung-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-2;APO-BK-03/E-Ernährung-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Gestalt;APO-BK-03/E-Gestaltung/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Gestalt;APO-BK-03/E-Gestaltung/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Sozialpädagogik nach APO-BK-03, Anl. E, § 29;E, § 29;-01-02-03-05-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-03, Anl.E, § 30, 33;E, § 8, 30, 33;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-04-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-06-;-23-;-E07-;1;;
-BKgesperrt-;APO-BK-03/E-Heilpäd;APO-BK-03/E-SozW-Heilpäd/FHR;;;A;;A;FHR: Fachhochschulreife nach AO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-22-;-E03-;1;;
-BK-SB-;APO-BK-03/E-Heilpäd;APO-BK-03/E-SozW-Heilpäd/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-02-;-22-;-E03-;1;;
-BK-SB-;APO-BK-03/E-Motopäd;APO-BK-03/E-SozW-Motopädie/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-03, Anl.E, § 30, 33;E, § 8, 30;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Sozialpädagogik nach APO-BK-03, Anl. E, § 29;E, § 29;-01-02-03-05-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-03, Anl.E, §  8, 30;E, §8, 30;-04-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-Technik;APO-BK-03/E-Technik/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Technik;APO-BK-03/E-Technik/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Wirt-2;APO-BK-03/E-Wirtschaft-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Wirt-2;APO-BK-03/E-Wirtschaft-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-GY-SG-;APO-GOSt02/11-13;GY/APO-GOSt02/ABI;K;;A;ABI;A;AHR: Zuerkennung der allgemeinen Hochschulreife, APO-GOSt 02 §39;§39;-13-;;;1;;
-H-V-GE-S-;H/APO-SI05/10B;H/APO-SI05/OA10B;C;;A;;A;Ohne Abschluss;;-10-;;;0;;
-H-V-GE-S-R-;H/APO-SI05/5-9;H/APO-SI05/AGZ_FSL;N;;A;;A;Abgangszeugnis der Förderschule mit Förderschwerpunkt Lernen;;-06-07-08-09-10-;;;0;;
-BK-SB-;APO-GOSt02/11-13;GY/APO-GOSt02/ABI;;;A;ABI;A;AHR: Zuerkennung der allgemeinen Hochschulreife, APO-GOSt 02 §39;§39;-03-;;;1;;
-GY-SG-;APO-GOSt02/11-13;GY/APO-GOSt02/FHR11;H;;A;FHR;A;FHRsT: Mit Versetzungsvermerk, mit Fachhochschulreife (schulischer Teil);§40(2) und VV 40.21 in Verb. Mit Anlage 17=§9;-11-;;;1;;
-GY-SG-;APO-GOSt02/11-13;GY/APO-GOSt02/FHR12;H;;A;FHR;A;FHRsT: schul. Teil d. FHR am Ende der Jgst. 12, APO-GOSt 02, §40(2) und VV 40.21 in Verb. m. Anlage 18;§40(2) und VV 40.21 in Verb. Mit Anlage 18;-12-13-;;;1;;
-GY-SG-;APO-GOSt02/11-13;GY/APO-GOSt02/V12;;;V;;A;Versetzung in die Jgst. 12, APO-GOSt 02 §9;§9;-11-;;;1;;
-HInaktiv-;H/AO-SI99/5-9;H/AO-SI99/HSA;;;A;;A;HA: Hauptschulabschluss, AO-SI 99 §29(1);§29(1);-09-;;;1;;
-BK-SB-;APO-BK-99/E-Agrar-2J;APO-BK-99/E-Agrar-2J/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 21, 65 - 73, § 76;E, § 21, 65 - 73;-01-02-03-04-;-21-;-E01-E02-;1;;
-BK-SB-;APO-BK-99/E-Augenopt;APO-BK-99/E-Augenoptik/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 55, 65 - 73, § 76;E, § 55, 65 - 73;-01-02-03-04-;-25-26-;-E09-E10-;1;;
-BK-SB-;APO-BK-99/E-Ernäh-2J;APO-BK-99/E-Ernährung-2J/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 25, 65 - 73, § 76;E, § 25, 65 - 73;-01-02-03-04-;-21-;-E01-E02-;1;;
-BK-SB-;APO-BK-99/E-Gestalt;APO-BK-99/E-Gestaltung/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 12, 65 - 73, § 76;E, § 12, 65 - 73;-01-02-03-04-;-21-;-E01-E02-;1;;
-BK-SB-;APO-BK-99/E-Heilpäd;APO-BK-99/E-Heilpäd/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 43, 65 - 73, § 76;E, § 43, 65 - 73;-01-02-03-04-;-21-;-E01-E02-;1;;
-BK-SB-;APO-BK-99/E-Informat;APO-BK-99/E-Informatik/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 62, 63, 65 - 73;E, § 62, 63, 65 - 73;-01-02-03-04-;-25-26-;-E09-E10-;1;;
-BK-SB-;APO-BK-99/E-Mode;APO-BK-99/E-Mode/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 58, 65 - 73;E, § 58, 65 - 73;-01-02-03-04-;-25-26-;-E09-E10-;1;;
-BK-SB-;APO-BK-99/E-Technik;APO-BK-99/E-Technik/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 8, 65 - 73, § 76;E, § 8, 65 - 73;-01-02-03-04-;-21-;-E01-E02-;1;;
-BK-SB-;APO-BK-99/E-Wirtsch;APO-BK-99/E-Wirtschaft/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.E, § 16, 65 - 73, § 76;E, § 16, 65 - 73;-01-02-03-04-;-21-;-E01-E02-;1;;
-GY-SG-;APO-GOSt01/11-13;GY/APO-GOSt01/V12;;;V;;A;Versetzung in die Jgst. 12, APO-GOSt 01 §9;§9;-11-;;;1;;
-GY-SG-;APO-GOSt01/11-13;GY/APO-GOSt01/FHR12;H;;A;FHR;A;FHRsT: schul. Teil d. FHR am Ende der Jgst. 12, APO-GOSt 01, §40(2) und VV 40.21 in Verb. m. Anlage 18;§40(2) und VV 40.21 in Verb. Mit Anlage 18;-12-13-;;;1;;
-GY-SG-;APO-GOSt01/11-13;GY/APO-GOSt01/FHR11;H;;A;FHR;A;FHRsT: schul. Teil d. FHR am Ende der Jgst. 11, APO-GOSt 01, §40(2) und VV 40.21 in Verb. m. Anlage 17=§9;§40(2) und VV 40.21 in Verb. Mit Anlage 17=§9;-11-;;;1;;
-GY-SG-;APO-GOSt01/11-13;GY/APO-GOSt01/ABI;K;;A;ABI;A;AHR: Zuerkennung der allgemeinen Hochschulreife, APO-GOSt 01 §39;§39;-13-;;;1;;
-GE-;APO-GOSt01/11-13;GE/APO-GOSt01/FHR12;H;;A;FHR;A;FHRsT: schul. Teil d. FHR am Ende der Jgst. 12, APO-GOSt 01 §40(2) u. VV 40.21 in Verb. m. Anlage 18;;-12-13-;;;1;;
-GE-;APO-GOSt01/11-13;GE/APO-GOSt01/FHR11;H;;A;;A;FHRsT: schul. Teil d. FHR am Ende der Jgst. 11, APO-GOSt 01 §40(2) u. VV 40.21 in Verb. m. Anlage 17=§9;;-11-;;;1;;
-GE-;APO-GOSt01/11-13;GE/APO-GOSt01/ABI;K;;A;ABI;A;AHR: Zuerkennung der allgemeinen Hochschulreife, APO-GOSt 01 §39;§39;-13-;;;1;;
-GE-;APO-GOSt01/11-13;GE/APO-GOSt01/V12;G;;V;;A;Versetzung in die Jgst. 12;§9;-11-;;;1;;
-BK-SB-;APO-GOSt01/11-13;GY/APO-GOSt01/ABI;;;A;ABI;A;AHR: Zuerkennung der allgemeinen Hochschulreife, APO-GOSt 01 §39;§39;-03-;;;1;;
-BK-SB-;APO-BK-03/C-BFS-BAB;APO-BK-03/C-BFS-BAB/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.C, § 15;C, § 15;-03-;-10-;-C01-;1;;
-BK-SB-;APO-BK-03/C-BFS-BAB;APO-BK-03/C-BFS-BAB/V;;;V;;A;Versetzung nach APO-BK-03 § 10;§ 10;-01-;-11-;-C02-;1;;
-BK-SB-;APO-BK-99/C-BFS-BAB;APO-BK-99/C-BFS-BAB/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-99, Anl.C, § 26 (3);C, § 26 (3);-02-;-10-11-;-C02-;1;;
-BK-SB-;APO-BK-99/C-BFS-BAB;APO-BK-99/C-BFS-BAB/V;;;V;;A;Versetzung nach APO-BK-99 § 10;§ 10;-01-;-10-11-;-C02-;1;;
-BK-SB-;APO-BK-03/C-FOS;APO-BK-03/C-FOS/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.C, § 12 (1)-(6);C, § 12 (1)-(6);-01-;-14-;-C08-C06-;1;;
-BK-SB-;APO-BK-99/C-FOS;APO-BK-99/C-FOS/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-99, Anl.C, § 12 (1)-(6);C, § 12 (1)-(6);-01-;-14-;-C08-;1;;
-BKgesperrt-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BP;;;A;;B;Berufspraktikum für Erz. nach APO-BK-03, Anl.D, § 42, 43;D, § 42,43;-02-;-18-19-;-D04-;1;;
-BK-SB-;APO-BK-99/D-BAB;APO-BK-99/D-BAB/BP;;;A;;B;Berufspraktikum für Erz. nach APO-BK-99, Anl.D, § 42, 43;D, § 42,43;-02-;-18-19-;-D04-;1;;
-BK-SB-;APO-BK-03/E;APO-BK-03/E/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2);E, § 6(2);-02-;;-E01-E04-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 6(2), 8;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-Wirt-1;APO-BK-03/E-Wirtschaft-1200/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 41;E, § 8, 41;-02-;-22-;-E04-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-02-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BAB;;;A;;B;BAB: Berufsabschluss (Erz.) nach APO-BK-03, Anl.D, § 39 (3),44;D, §39,44;-04-;-16-;-D01-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Soz-Wesen, Familienpflege nach APO-BK-03, Anl. E, § 29;E, § 29;-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-03, Anl.E, § 30, 33;E, § 8, 30, 33;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-Agrar-2;APO-BK-03/E-Agrar-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-2;APO-BK-03/E-Ernährung-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Agrar-2;APO-BK-03/E-Agrar-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-2;APO-BK-03/E-Ernährungr-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Gestalt;APO-BK-03/E-Gestaltung/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Gestalt;APO-BK-03/E-Gestaltung/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;--23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-Technik;APO-BK-03/E-Technik/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Technik;APO-BK-03/E-Technik/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Wirt-2;APO-BK-03/E-Wirtschaft-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Wirt-2;APO-BK-03/E-Wirtschaft-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-03, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
