NameTabelle;NameSpalte;Revision;Veraltet;Sortierung;Datentyp;Datenlaenge;DefaultWert;IsNotNull;JavaAttributName;JavaAttributConverter;JavaAttributConverterRevision;JavaAttributConverterVeraltet;JavaKommentar
Gost_Jahrgang_Faecher;SchiftlichkeitEF1;;;14;varchar;1;;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Mündlich oder Schriftlich bei dem Fach in der EF1
Gost_Jahrgang_Faecher;SchiftlichkeitEF2;;;15;varchar;1;;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Mündlich oder Schriftlich dei dem Fach in der EF2
Gost_Jahrgang_Faecher;NurMuendlich;;;17;int;;0;1;;Boolean01Converter;;;Gymnasiale Oberstufe - Jahrgangsdaten: Gibt an, ob das Fach nur mündlich belegt werden kann: 1 - true, 0 - false
Gost_Jahrgangsdaten;Abi_Jahrgang;;;1;int;;;1;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Schuljahr, in welchem der Jahrgang das Abitur macht
Gost_Jahrgangsdaten;ZusatzkursGEVorhanden;;;2;int;;1;0;;Boolean01Converter;;;Gymnasiale Oberstufe - Jahrgangsdaten: Legt fest, ob ein Zusatzkurs in Geschichte angeboten wird
Gost_Jahrgangsdaten;ZusatzkursGEErstesHalbjahr;;;3;varchar;4;Q2.1;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Halbjahr, in welchem ein Zusatzkurs in Geschichte beginnt (z.B. Q2.1)
Gost_Jahrgangsdaten;ZusatzkursSWVorhanden;;;4;int;;1;0;;Boolean01Converter;;;Gymnasiale Oberstufe - Jahrgangsdaten: Legt fest, ob ein Zusatzkurs in Sozialwissenschaften angeboten wird
Gost_Jahrgangsdaten;ZusatzkursSWErstesHalbjahr;;;5;varchar;4;Q2.1;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Halbjahr, in welchem ein Zusatzkurs in Sozialwissenschaften beginnt (z.B. Q2.1)
Gost_Jahrgangsdaten;TextBeratungsbogen;;;6;varchar;2000;;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Text, welcher auf dem Ausdruck eines Beratungsbogens gedruckt wird
Gost_Jahrgangsdaten;TextMailversand;;;7;varchar;2000;;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Text, welcher in einer Mail beim Versenden von Beratungsdateien verwendet wird
Gost_Jahrgang_Fachkombinationen;Abi_Jahrgang;;;1;int;;;1;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Schuljahr, in welchem der Jahrgang das Abitur macht
Gost_Jahrgang_Fachkombinationen;ID;;;2;varchar;30;;1;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: ID des Datensatzes der nicht möglichen Fächerkombination
Gost_Jahrgang_Fachkombinationen;Fach1_ID;;;3;bigint;;;1;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Die ID des ersten Faches der nicht möglichen Fächerkombination / eines Fächerprofils
Gost_Jahrgang_Fachkombinationen;Fach2_ID;;;4;bigint;;;1;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Die ID des zweiten Faches der nicht möglichen Fächerkombination / eines Fächerprofils
Gost_Jahrgang_Fachkombinationen;Kursart1;;;5;varchar;5;;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Die Kursart des ersten Faches der nicht möglichen Fächerkombination / eines Fächerprofils
Gost_Jahrgang_Fachkombinationen;Kursart2;;;6;varchar;5;;0;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Die Kursart des zweiten Faches der nicht möglichen Fächerkombination / eines Fächerprofils
Gost_Jahrgang_Fachkombinationen;Phase;;;7;varchar;10;-;1;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Die Gültigkeit der nicht möglichen Fächerkombination EF.1 bis Q2.2 oder Q1.1 bis Q2.2
Gost_Jahrgang_Fachkombinationen;Typ;;;8;int;;0;1;;;;;Gymnasiale Oberstufe - Jahrgangsdaten: Gibt an, ob es sich um eine nicht mögliche Fächerkombination (0) oder ein Fächerprofil handelt (1)
Gost_Schueler;Schueler_ID;;;1;bigint;;;1;;;;;Gymnasiale Oberstufe - Schülerdaten: Die ID des Schülers in der Schülertabelle
Gost_Schueler;DatumBeratung;;;2;datetime;;;0;;DatumConverter;;;Gymnasiale Oberstufe - Schülerdaten: Das Datum der letzten Beratung des Schülers
Gost_Schueler;DatumRuecklauf;;;3;datetime;;;0;;DatumConverter;;;Gymnasiale Oberstufe - Schülerdaten: Das Datum an dem der letzte Beratungsbogen des Schülersmit seiner Fächerwahl in der Schule eingereicht wurde
Gost_Schueler;HatSprachPraktischePruefung;;;4;int;;0;1;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten: Gibt an, ob eine Teilnahme an einer sprachpraktischen Prüfung erfolgt ist: 1 - true, 0 - false
Gost_Schueler;HatSportattest;;;5;int;;0;1;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten: Gibt an, ob ein Sportattest bei dem Schüler vorliegt oder nicht und die Wahl eines Ersatzfaches zulässig ist: 1 - true, 0 - false
Gost_Schueler;Kommentar;;;6;text;;;0;;;;;Gymnasiale Oberstufe - Schülerdaten: Kommentar des Beratungslehrers zur der Wahl des Schülers
Gost_Schueler;Beratungslehrer_ID;;;7;bigint;;;0;;;;;Gymnasiale Oberstufe - Schülerdaten: ID des Beratungslehrers, der die letzte Beratung vorgenommen hat
Gost_Schueler;PruefPhase;;;8;varchar;1;;0;;;;;Gymnasiale Oberstufe - Schülerdaten: Gibt an welche Halbjahre bei der Belegprüfung geprüft werden sollen (E - nur EF.1, G - Gesamtprüfung bis einschließlich Q2.2)
Gost_Schueler;BesondereLernleistung_Art;;;9;varchar;1;;0;;;;;Gymnasiale Oberstufe - Schülerdaten: Die Art einer besonderen Lernleistung
Gost_Schueler;BesondereLernleistung_Punkte;;;10;int;;;0;;;;;Gymnasiale Oberstufe - Schülerdaten: Die Notenpunkte der besonderen Lernleistung 
Gost_Schueler;ZweiteFremdpracheInSekIVorhanden;;;11;int;;0;1;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten: Gibt an, ob die Belegung der zweiten Fremdsprache in der Sek I manuell geprüft wurde und eine Prüfung bei der Laufbahnplanung entfallen kann: 1 - true, 0 - false
Gost_Schueler_Fachwahlen;Schueler_ID;;;1;bigint;;;1;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: ID des Schülers in der Schuelertabelle
Gost_Schueler_Fachwahlen;Fach_ID;;;2;bigint;;;1;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: ID des Faches in der Fächertabelle
Gost_Schueler_Fachwahlen;EF1_Kursart;;;3;varchar;5;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Kursart des belegten Faches in EF.1
Gost_Schueler_Fachwahlen;EF1_Punkte;;;4;varchar;2;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Notenpunkte des belegten faches in EF.1
Gost_Schueler_Fachwahlen;EF2_Kursart;;;5;varchar;5;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Kursart des belegten Faches in EF.2
Gost_Schueler_Fachwahlen;EF2_Punkte;;;6;varchar;2;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Notenpunkte des belegten faches in EF.2
Gost_Schueler_Fachwahlen;Q11_Kursart;;;7;varchar;5;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Kursart des belegten Faches in Q1.1
Gost_Schueler_Fachwahlen;Q11_Punkte;;;8;varchar;2;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Notenpunkte des belegten faches in Q1.1
Gost_Schueler_Fachwahlen;Q12_Kursart;;;9;varchar;5;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Kursart des belegten Faches in Q1.2
Gost_Schueler_Fachwahlen;Q12_Punkte;;;10;varchar;2;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Notenpunkte des belegten faches in Q1.2
Gost_Schueler_Fachwahlen;Q21_Kursart;;;11;varchar;5;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Kursart des belegten Faches in Q2.1
Gost_Schueler_Fachwahlen;Q21_Punkte;;;12;varchar;2;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Notenpunkte des belegten faches in Q2.1
Gost_Schueler_Fachwahlen;Q22_Kursart;;;13;varchar;5;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Kursart des belegten Faches in Q2.2
Gost_Schueler_Fachwahlen;Q22_Punkte;;;14;varchar;2;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Notenpunkte des belegten faches in Q2.2
Gost_Schueler_Fachwahlen;AbiturFach;;;15;int;;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Abiturfach 1 bis 4 oder null
Gost_Schueler_Fachwahlen;Bemerkungen;;;16;varchar;50;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen: Bemerkungen zum belegten Fach
Gost_Schueler_Fachwahlen;Markiert_Q1;;;17;int;;;0;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen - Abiturberechnung: Gibt an, ob das belegte Fach in der Q1.1 für die Einbringung in das Abitur markiert wurde
Gost_Schueler_Fachwahlen;Markiert_Q2;;;18;int;;;0;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen - Abiturberechnung: Gibt an, ob das belegte Fach in der Q1.2 für die Einbringung in das Abitur markiert wurde
Gost_Schueler_Fachwahlen;Markiert_Q3;;;19;int;;;0;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen - Abiturberechnung: Gibt an, ob das belegte Fach in der Q2.1 für die Einbringung in das Abitur markiert wurde
Gost_Schueler_Fachwahlen;Markiert_Q4;;;20;int;;;0;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen - Abiturberechnung: Gibt an, ob das belegte Fach in der Q2.2 für die Einbringung in das Abitur markiert wurde
Gost_Schueler_Fachwahlen;ergebnisAbiturpruefung;;;21;int;;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen - Abiturberechnung: Das Ergebnis der Abiturprüfung in einem Abiturfach (1. - 4. Fach)
Gost_Schueler_Fachwahlen;hatMuendlichePflichtpruefung;;;22;int;;;0;;Boolean01Converter;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen - Abiturberechnung: Gibt an, ob eine mündliche Pflichtprüfung im 1. - 3. Fach angesetzt werden muss (null - unbekannt, 0 - Nein, 1 - Ja)  
Gost_Schueler_Fachwahlen;ergebnisMuendlichePruefung;;;23;int;;;0;;;;;Gymnasiale Oberstufe - Schülerdaten - Fachwahlen - Abiturberechnung: Ergebnis der mündlichen Prüfung im 1. - 3. Fach
Herkunft;ID;;;1;bigint;;;1;;;;;Die ID der Herkunft
Herkunft;Kuerzel;;;2;varchar;10;;1;;;;;Das Statistikkürzel der Herkunft
Herkunft;Beschreibung;;;3;varchar;255;;1;;;;;Die textuelle Beschreibung der Herkunft
Herkunft;gueltigVon;;;4;int;;;0;;;;;Gibt die Gültigkeit ab welchem Schuljahr an
Herkunft;gueltigBis;;;5;int;;;0;;;;;Gibt die Gültigkeit bis zu welchem Schuljahr an
Herkunft_Keys;Kuerzel;;;1;varchar;10;;1;;;;;Das Kürzel der Herkunft
Herkunft_Schulformen;Herkunft_ID;;;1;bigint;;;1;;;;;die ID der Herkunft
Herkunft_Schulformen;Schulform_Kuerzel;;;2;varchar;10;;1;;;;;das Kürzel der Schulform
Herkunftsart;ID;;;1;bigint;;;1;;;;;Die ID der Herkunftsart
Herkunftsart;Kuerzel;;;2;varchar;10;;1;;;;;Das Kürzel der Herkunftsart
Herkunftsart;gueltigVon;;;4;int;;;0;;;;;Gibt die Gültigkeit ab welchem Schuljahr an
Herkunftsart;gueltigBis;;;5;int;;;0;;;;;Gibt die Gültigkeit bis zu welchem Schuljahr an
Herkunftsart_Keys;Kuerzel;;;1;varchar;10;;1;;;;;Das Kürzel der Herkunftsart
Herkunftsart_Schulformen;Herkunftsart_ID;;;1;bigint;;;1;;;;;die ID der Herkunftsart
Herkunftsart_Schulformen;Schulform_Kuerzel;;;2;varchar;10;;1;;;;;das Kürzel der Schulform
Herkunftsart_Schulformen;KurzBezeichnung;;;3;varchar;255;;1;;;;;Eine kurze Bezeichnung der Herkunftsart
Herkunftsart_Schulformen;Bezeichnung;;;3;varchar;255;;1;;;;;Die Bezeichnung der Herkunftsart
ImpExp_EigeneImporte;ID;;;1;int;;0;1;;;;;ID des Importschemas für den externen Textimport
ImpExp_EigeneImporte;Title;;;2;varchar;50;;0;;;;;Bezeichnung des Schemas
ImpExp_EigeneImporte;DelimiterChar;;;3;varchar;1;;0;;;;;Enthält das Trennzeichen für den Import
ImpExp_EigeneImporte;TextQuote;;;4;varchar;1;;0;;;;;Texttrennzeichen
ImpExp_EigeneImporte;SkipLines;;;5;smallint;;0;0;;;;;externen Textimport
ImpExp_EigeneImporte;DateFormat;;;6;varchar;10;;0;;;;;Format der Datumswerte
ImpExp_EigeneImporte;BooleanTrue;;;7;varchar;10;;0;;;;;externen Textimport
ImpExp_EigeneImporte;AbkWeiblich;;;8;varchar;10;;0;;;;;Abkürzung für weiblich
ImpExp_EigeneImporte;AbkMaennlich;;;9;varchar;10;;0;;;;;Abkürzung für männlich
ImpExp_EigeneImporte;MainTable;;;10;varchar;50;;0;;;;;externen Textimport
ImpExp_EigeneImporte;InsertMode;;;11;int;;;0;;Boolean01Converter;;;externen Textimport
ImpExp_EigeneImporte;LookupTableDir;;;12;varchar;250;;0;;;;;externen Textimport
ImpExp_EigeneImporte;SchuelerIDMode;;;13;varchar;4;;0;;;;;externen Textimport
ImpExp_EigeneImporte_Felder;Import_ID;;;1;int;;0;1;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;Field_ID;;;2;int;;0;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;TableDescription;;;3;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;FieldDescription;;;4;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;SrcPosition;;;5;smallint;;0;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstTable;;;6;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstFieldName;;;7;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstFieldType;;;8;varchar;1;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstFieldIsIdentifier;;;9;int;;;0;;Boolean01Converter;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstLookupDir;;;10;varchar;250;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstLookupTable;;;11;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstLookupFieldName;;;12;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstLookupTableIDFieldName;;;13;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstResultFieldName;;;14;varchar;50;;0;;;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstKeyLookupInsert;;;15;int;;;0;;Boolean01Converter;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstKeyLookupNameCreateID;;;16;int;;;0;;Boolean01Converter;;;externen Textimport Felder
ImpExp_EigeneImporte_Felder;DstForceNumeric;;;17;int;;;0;;Boolean01Converter;;;externen Textimport Felder
ImpExp_EigeneImporte_Tabellen;Import_ID;;;1;int;;0;1;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;TableName;;;2;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;DstCreateID;;;3;int;;;0;;Boolean01Converter;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;DstIDFieldName;;;4;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;Sequence;;;5;int;;0;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;LookupTable;;;6;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;LookupFields;;;7;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;LookupFieldTypes;;;8;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;LookupFieldPos;;;9;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;LookupKeyField;;;10;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;LookupResultField;;;11;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;LookupResultFieldType;;;12;varchar;10;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;DstDefaultFieldName;;;13;varchar;50;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;DstDefaultFieldValue;;;14;varchar;10;;0;;;;;externen Textimport Tabellen
ImpExp_EigeneImporte_Tabellen;GU_ID_Field;;;15;varchar;50;;0;;;;;externen Textimport Tabellen
Jahrgaenge;ID;;;1;bigint;;;1;;;;;Die ID des Jahrgangs
Jahrgaenge;Kuerzel;;;2;varchar;2;;1;;;;;Das zweistellige Kürzel des Jahrgangs
Jahrgaenge;gueltigVon;;;3;int;;;0;;;;;Gibt die Gültigkeit ab welchem Schuljahr an
Jahrgaenge;gueltigBis;;;4;int;;;0;;;;;Gibt die Gültigkeit bis zu welchem Schuljahr an
Jahrgaenge_Bezeichnungen;Jahrgang_ID;;;1;bigint;;;1;;;;;Die ID des Jahrgangs
Jahrgaenge_Bezeichnungen;Schulform_Kuerzel;;;2;varchar;10;;1;;;;;das Kürzel der Schulform, für welche die Bezeichnung gültig ist
Jahrgaenge_Bezeichnungen;Bezeichnung;;;3;varchar;255;;1;;;;;die Bezeichnung des Jahrgangs
Jahrgaenge_Keys;Kuerzel;;;2;varchar;2;;1;;;;;Das zweistellige Kürzel des Jahrgangs
K_Adressart;ID;;;1;bigint;;;1;;;;;ID der Adressart
K_Adressart;Bezeichnung;;;2;varchar;30;;1;;;;;Bezeichnung der Adressart (Betrieb Kammer usw)
K_Adressart;Sortierung;;;3;int;;32000;0;;;;;Sortierung der Adressart
K_Adressart;Sichtbar;;;4;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Sichtbarkeit der Adressart
K_Adressart;Aenderbar;;;5;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Adressart ist änderbar Ja Nein
K_Adressart;SchulnrEigner;;1;6;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
K_AllgAdresse;ID;;;1;bigint;;;1;;;;;ID der weiteren Adresse (Betriebe)
K_AllgAdresse;AdressArt_ID;1;;2;bigint;;;0;adressArt;;;;Adressart des Betriebs, Fremdschlüssel auf die ID in K_Adressart
K_AllgAdresse;AllgAdrAdressArt;;1;3;varchar;30;;0;;;;;DEPRECATED Die Bezeichnung der Adressart des Betriebs
K_AllgAdresse;AllgAdrName1;;;4;varchar;50;;0;name1;;;;Name1 des Betriebs
K_AllgAdresse;AllgAdrName2;;;5;varchar;50;;0;name2;;;;Name2 des Betriebs
K_AllgAdresse;AllgAdrStrasse;;1;6;varchar;55;;0;strasse;;;;Straße des Betriebs
K_AllgAdresse;AllgAdrStrassenname;;;7;varchar;55;;0;strassenname;;;;Straßenname des Betriebsdatensatz
K_AllgAdresse;AllgAdrHausNr;;;8;varchar;10;;0;hausnr;;;;Hausnummer wenn getrennt gespeichert
K_AllgAdresse;AllgAdrHausNrZusatz;;;9;varchar;30;;0;hausnrzusatz;;;;Zusatz zur Hausnummer wenn Hausnummern getrennt gespeichert werden
K_AllgAdresse;AllgAdrOrt_ID;;;10;bigint;;;0;ort_id;;;;OrtID des Betriebs
K_AllgAdresse;AllgAdrPLZ;;3;11;varchar;10;;0;plz;;;;DEPRECATED: PLZ des Betriebs
K_AllgAdresse;AllgAdrTelefon1;;;12;varchar;20;;0;telefon1;;;;Telefonnummer1 des Betriebs
K_AllgAdresse;AllgAdrTelefon2;;;13;varchar;20;;0;telefon2;;;;Telefonnummer2 des Betriebs
K_AllgAdresse;AllgAdrFax;;;14;varchar;20;;0;fax;;;;Faxnummer des Betriebs
K_AllgAdresse;AllgAdrEmail;;;15;varchar;100;;0;email;;;;E-MailAdresse des Betriebes
K_AllgAdresse;AllgAdrBemerkungen;;;16;varchar;255;;0;bemerkungen;;;;Bemerkung zum Betrieb
K_AllgAdresse;Sortierung;;;17;int;;32000;0;sortierung;;;;Sortierung des Betriebsdatensatz
K_AllgAdresse;AllgAdrAusbildungsBetrieb;;;18;varchar;1;-;0;ausbildungsbetrieb;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob der Betrieb ausbildet Ja Nein
K_AllgAdresse;AllgAdrBietetPraktika;;;19;varchar;1;-;0;bietetPraktika;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob der Betrieb Praktikumsplätze bietet Ja Nein
K_AllgAdresse;AllgAdrBranche;;;20;varchar;50;;0;branche;;;;Brache des Betriebs
K_AllgAdresse;AllgAdrZusatz1;;;21;varchar;10;;0;zusatz1;;;;Adresszusatz zum Betrieb
K_AllgAdresse;AllgAdrZusatz2;;;22;varchar;10;;0;zusatz2;;;;Adresszusatz2 zum Betrieb
K_AllgAdresse;Sichtbar;;;23;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Sichtbarkeit des Datensatzes
K_AllgAdresse;Aenderbar;;;24;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Datensatz ist änderbar Ja Nein
K_AllgAdresse;SchulnrEigner;;1;25;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
K_AllgAdresse;Massnahmentraeger;;;26;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Bezeichnung des Maßnahmenträgers
K_AllgAdresse;BelehrungISG;;;27;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Belehrung nach Infektionsschutzgesetz notwendig Ja Nein
K_AllgAdresse;GU_ID;;;28;varchar;40;;0;;;;;GU_ID des Betriebsdatensatzes (für Import zur Erkennung)
K_AllgAdresse;ErwFuehrungszeugnis;;;29;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Wird für diesen Betrieb ein Erweitertes Führungszeugnis benötigt?
K_AllgAdresse;ExtID;;;30;varchar;50;;0;;;;;Externe ID des Betriebsdatensatzes
K_Ankreuzdaten;ID;;;1;bigint;;;1;;;;;ID des Datensatzes für die Angaben zu den Ankreuzkompetenzen
K_Ankreuzdaten;SchulnrEigner;;1;2;int;;;1;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
K_Ankreuzdaten;TextStufe1;;;3;varchar;100;;0;;;;;Bezeichnung Stufe 1
K_Ankreuzdaten;TextStufe2;;;4;varchar;100;;0;;;;;Bezeichnung Stufe 2
K_Ankreuzdaten;TextStufe3;;;5;varchar;100;;0;;;;;Bezeichnung Stufe 3
K_Ankreuzdaten;TextStufe4;;;6;varchar;100;;0;;;;;Bezeichnung Stufe 4
K_Ankreuzdaten;TextStufe5;;;7;varchar;100;;0;;;;;Bezeichnung Stufe 5
K_Ankreuzdaten;BezeichnungSONST;;;8;varchar;100;;0;;;;;Bezeichnung Zusatzstufe
K_Ankreuzfloskeln;ID;;;1;bigint;;;1;;;;;ID der Ankreuzfloskel
K_Ankreuzfloskeln;SchulnrEigner;;1;2;int;;;1;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
K_Ankreuzfloskeln;Fach_ID;;;3;bigint;;;0;;;;;FachID zu der die Ankreuzfloskel gehört, null für individuelle Ankreuzfloskeln bzw. siehe Spalte IstASV
K_Ankreuzfloskeln;IstASV;;;4;int;;0;1;;;;;Gibt an, falls die Fach_ID null ist, ob es sich bei der Ankreuzfloskel um eine Floskel zum Arbeits- und Sozialverhalten handelt (1) oder nicht (0).
K_Ankreuzfloskeln;Jahrgang;;;5;varchar;2;;1;;;;;Jahrgang zu der die Ankreuzfloskel gehört
K_Ankreuzfloskeln;Gliederung;;;6;varchar;3;;0;;;;;Schulgliederung zu der die Ankreuzkompetenz gehört (nur wichtig bei BK)
K_Ankreuzfloskeln;FloskelText;;;7;varchar;255;;1;;;;;Text der Ankreuzfloskel
K_Ankreuzfloskeln;Sortierung;;;8;int;;;0;;;;;Sortierung der Ankreuzfloskel
K_Ankreuzfloskeln;FachSortierung;;;9;int;;;0;;;;;Sortierung des Faches der Ankreuzfloskel
K_Ankreuzfloskeln;Abschnitt;;;10;int;;;0;;;;;Wird in welchen Abschnitten verwendet 1Hj 2HJ beide
K_Ankreuzfloskeln;Sichtbar;;;11;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Sichtbarkeit der Ankreuzfloskel
K_Ankreuzfloskeln;Aktiv;;;12;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Gibt an ob die Ankreuzfloskel aktiv ist
K_BeschaeftigungsArt;ID;;;1;bigint;;;1;;;;;ID der Beschäftigungsart unter weitere Adressen
K_BeschaeftigungsArt;Bezeichnung;;;2;varchar;100;;0;;;;;Bezeichnung der Beschäftigungsart
K_BeschaeftigungsArt;Sortierung;;;3;int;;32000;0;;;;;Sortierung der Beschäftigungsart
K_BeschaeftigungsArt;Sichtbar;;;4;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Sichtbarkeit der Beschäftigungsart
K_BeschaeftigungsArt;Aenderbar;;;5;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Beschäftigungsart ist änderbar Ja Nein
K_BeschaeftigungsArt;SchulnrEigner;;1;6;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
K_Datenschutz;ID;;;1;bigint;;;1;;;;;Eindeutige ID für den Datensatz
K_Datenschutz;Bezeichnung;;;2;varchar;250;;0;;;;;Eine kurze Bezeichnung des DSGVO-Merkmals
K_Datenschutz;Sichtbar;;;3;varchar;1;+;1;;BooleanPlusMinusDefaultPlusConverter;;;Regelt die Sichtbarkeit des Merkmals bei der Ansicht der Schülertabelle 
K_Datenschutz;Schluessel;;;4;varchar;20;;0;;;;;Fest vorgegebene Werte, die es in Schild-NRW später ermöglichen, die DSGVO-Merkmale zu erkennen
K_Datenschutz;SchulnrEigner;;1;5;int;;;1;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
K_Datenschutz;Sortierung;;;6;int;;32000;1;;;;;Gibt die Reihenfolge der Merkmale bei der Darstellung an.
K_Datenschutz;Beschreibung;;;7;text;;;0;;;;;Eine ausführliche Beschreibung des DSGCO-Merkmals
K_Datenschutz;PersonArt;;;8;varchar;1;;0;;;;;PersonenArt des Datenschutz-Eintrags (S=Schueler L=Lehrer)
K_EinschulungsArt;ID;;;1;bigint;;;1;;;;;ID der Einschulungsart
K_EinschulungsArt;Bezeichnung;;;2;varchar;40;;1;;;;;Bezeichnung der Einschulungsart
